,Variant,Make_Month,No_of_Owners,Color,Type_of_Car,Transmission,Insurance_Type,Condition,Registration_Place,Power_steering,Cruise_Control,Navigation_System,Adjustable_Steering,Automatic_Boot,Air_Conditioning,Power_Windows,Sunroof,Fog_Lamps,Alloy_Wheels,Adjustable_External_Mirror,Display_Screen,Bluetooth,AMFM_adio,USB_Compatibility,Aux_Compatibility,ABS,Anti_Theft_Device,Rear_Parking_Camera,Parking_Sensors,Lock_System,Number_of_Airbags,Flood_Affected,Accidental,Registration_Transfer,Insurance,Finance,Exchange,Brand,Model,Year,Fuel,KM_driven,Price
664,SwiftZDi,February,First,Red,Hatchback,Manual,NoInsurance,New,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,Yes,Manual,,,,,,Yes,,,,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Diesel,"66,000 km",425000
665,ErtigaVxiCNG,October,First,Grey,SUV,Manual,Comprehensive,New,MH,Yes,,Yes,Yes,,AutomaticClimateControl,Front&rear,,Yes,,Manual,,Yes,,Yes,Yes,Yes,,,,Central,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2015.0,CNG & Hybrids,"45,100 km",621000
666,WagonRVXiBS-III,July,Second,Blue,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,,,WithHeater,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2009,Petrol,"53,000 km",169000
667,WagonR1.0LXiCNG,August,First,Silver,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,,Power,,,,,,,Yes,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2017,CNG & Hybrids,"12,500 km",385000
668,ErtigaZXi,January,First,White,SUV,Manual,,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2012,Petrol,"45,000 km",525000
669,SwiftVXi,September,Third,White,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2010,CNG & Hybrids,"83,799 km",185000
670,ErtigaVDi,March,First,Grey,SUV,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2013,Diesel,"22,805 km",625000
671,WagonRLXI,August,First,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2013,CNG & Hybrids,"48,000 km",285000
672,ErtigaVDi,July,First,Grey,SUV,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,Yes,Maruti Suzuki,Ertiga,2017,Diesel,"41,700 km",809000
673,SwiftZDi,September,First,Red,Hatchback,Manual,ThirdParty,Used,MH,Yes,,,,,WithHeater,Front&rear,,,Yes,,,,,,,Yes,,,,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2014,Diesel,"56,000 km",499013
674,SwiftDzireVXi1.2BS-IV,September,Second,Black,Sedans,Manual,Comprehensive,New,MH,Yes,,,,Yes,AutomaticClimateControl,Front&rear,Yes,Yes,Yes,Manual,Yes,Yes,,Yes,Yes,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2009,CNG & Hybrids,"69,000 km",255000
675,WagonR1.0VXi,October,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,Petrol,"38,261 km",265000
676,WagonR1.0LXiCNG,August,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Wagon R 1.0,2013,CNG & Hybrids,"55,000 km",265000
677,WagonR1.0LXiCNG,February,Second,Lightblue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front,,,,Manual,Yes,Yes,,Yes,Yes,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2011,CNG & Hybrids,"52,000 km",231000
678,SwiftVXi,May,First,Grey,Hatchback,Manual,ZeroDep,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2016.0,Petrol,"29,000 km",495000
679,WagonRLXI,August,Second,Silver,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Maruti Suzuki,Wagon R,2005,Petrol,"90,000 km",80000
680,SwiftVDi,June,First,Other,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,,,Front&rear,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Maruti Suzuki,Swift,2008,Diesel,"110,000 km",225000
681,SwiftZDi,March,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2018,Diesel,"13,000 km",785000
682,SwiftVXi,July,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Petrol,"18,000 km",370000
683,SwiftVXi,September,Third,White,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2010,CNG & Hybrids,"83,799 km",185000
684,SwiftDzireZDI,October,Second,Silver,Sedans,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Manual,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2014,Diesel,"56,000 km",545000
685,ErtigaVxiCNG,May,First,Blue,SUV,Manual,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2014,CNG & Hybrids,"54,000 km",620000
686,WagonR1.0VXi,October,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,Petrol,"38,261 km",265000
687,WagonR1.0VXi,October,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,Petrol,"38,261 km",265000
688,WagonR1.0LXiCNG,August,First,Grey,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front,,,,,,,,Yes,Yes,,,,,Central,,No,No,Yes,Yes,,,Maruti Suzuki,Wagon R 1.0,2010,CNG & Hybrids,"67,000 km",215000
689,SwiftDzireVDiBS-IV,July,First,Grey,Sedans,Manual,Comprehensive,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,Yes,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2012,Diesel,"58,000 km",485000
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2016,Petrol,"51,000 km",300000
691,VXIAutomatic,January,First,White,Hatchback,Automatic,NoInsurance,Used,MH,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2016,Petrol,"32,000 km",350000
692,SwiftDzireVXI,August,First,Gold,Sedans,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front&rear,,Yes,,,,,,Yes,Yes,,Yes,,Yes,,,,,,,,,Maruti Suzuki,Swift Dzire,2008,Petrol,"98,000 km",155000
693,SwiftVXi1.2BS-IV,May,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Swift,2013,Petrol,"85,000 km",335000
694,WagonR1.0LXiCNG,October,First,Red,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2013,CNG & Hybrids,"68,653 km",280000
695,ErtigaVxi,December,First,Red,Hatchback,Automatic,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2019,Diesel,1 km,1095033
696,ErtigaVxiCNG,July,First,Blue,SUV,Manual,Comprehensive,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2014,CNG & Hybrids,"39,027 km",595000
697,SHVSZDIPlus,April,First,Silver,SUV,Manual,NoInsurance,Used,MH,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2017,Diesel,"33,000 km",895000
698,SwiftVXi,October,First,Red,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front&rear,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2015.0,Petrol,"18,346 km",450000
699,WagonR1.0LXiCNG,April,First,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front,,,,,,,,,,,,,,Central,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2015,CNG & Hybrids,"49,000 km",333000
700,ErtigaVDi,March,First,Grey,SUV,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2013,Diesel,"22,805 km",625000
701,SwiftVDiABSBS-IV,November,First,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Manual,,,,,,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Diesel,"55,500 km",385000
702,ErtigaVxiCNG,May,First,Grey,SUV,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2014,CNG & Hybrids,"68,000 km",550000
703,SwiftVDi,April,Second,Red,Hatchback,Manual,ThirdParty,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,Yes,,,Yes,Yes,,,,Yes,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2010,Diesel,"65,000 km",265000
704,VXIAutomatic,January,First,White,Hatchback,Automatic,NoInsurance,Used,MH,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2016,Petrol,"32,000 km",350000
705,MarutiSwiftVDIAMT(Automatic),October,First,White,Hatchback,Automatic,Comprehensive,New,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,,Yes,Power,,,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2018,Diesel,"26,500 km",725499
706,SwiftDzireVXI,June,Second,Red,Sedans,Manual,NoInsurance,Used,MH,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,Yes,,,,,,,Yes,,,,,,,No,No,Yes,,,Yes,Maruti Suzuki,Swift Dzire,2008,Petrol,"64,000 km",195000
707,ErtigaVxi,April,Second,White,MUV,Manual,NoInsurance,Used,MH,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2015,Petrol,"55,000 km",542000
708,SwiftZDi,September,First,Red,Hatchback,Manual,ThirdParty,Used,MH,Yes,,,,,WithHeater,Front&rear,,,Yes,,,,,,,Yes,,,,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2014,Diesel,"56,000 km",499013
709,WagonR1.0LXiCNG,August,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Maruti Suzuki,Wagon R 1.0,2013,CNG & Hybrids,"55,000 km",265000
710,SwiftVXi,September,First,White,Hatchback,Manual,,Used,ML,Yes,,,,,,Front&rear,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2015.0,Petrol,"52,123 km",450000
711,ErtigaZDi,January,Second,Grey,MUV,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Maruti Suzuki,Ertiga,2013.0,Diesel,"101,300 km",565000
712,ErtigaVDi,,First,,,Manual,Comprehensive,,MH,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Maruti Suzuki,Ertiga,2013,Diesel,"78,501 km",550000
713,SwiftVDi,August,Second,Red,Hatchback,Manual,NoInsurance,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"71,000 km",384999
714,SwiftVXi,,First,,,Manual,Comprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2010,Petrol,"43,500 km",255000
715,ErtigaVxiCNG,October,First,Grey,SUV,Manual,Comprehensive,New,MH,Yes,,Yes,Yes,,AutomaticClimateControl,Front&rear,,Yes,,Manual,,Yes,,Yes,Yes,Yes,,,,Central,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2015.0,CNG & Hybrids,"45,100 km",621000
716,SwiftVDi,October,First,Grey,Hatchback,Manual,Comprehensive,New,MH,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,Yes,,Manual,,Yes,,Yes,Yes,,,,,Central,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2014.0,Diesel,"71,150 km",421000
717,SwiftVXi1.2BS-IV,May,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,,,Power,,,,Yes,Yes,Yes,,,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2016,Petrol,"29,000 km",485000
718,ErtigaZDi,,Second,,,Manual,Comprehensive,,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2013,Diesel,"101,000 km",565000
719,SwiftDzireZDIAMT(Automatic)(Automatic),June,First,,,Automatic,ZeroDep,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Maruti Suzuki,Swift Dzire,2017.0,Diesel,"54,000 km",740000
720,WagonRDuoLXiLPG,January,Second,Blue,Hatchback,Manual,,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2008,LPG,"82,000 km",95000
721,WagonR1.0VXi,January,Third,Silver,Hatchback,Automatic,,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2016,Petrol,"37,000 km",325000
722,ErtigaVxi,August,First,White,MUV,Manual,,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2012,Petrol,"55,000 km",499000
723,ErtigaVxiCNG,March,First,Red,SUV,Manual,Comprehensive,New,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2020,CNG & Hybrids,55 km,899000
724,ZDIPlus ,December,First,Red,Hatchback,Manual,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2019,Diesel,1 km,1372428
725,ErtigaVDi,July,First,Grey,SUV,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,Yes,Maruti Suzuki,Ertiga,2017,Diesel,"41,700 km",809000
726,SwiftVXi,July,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Petrol,"18,000 km",370000
727,SwiftVXi,,First,,,Manual,Comprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2010,Petrol,"43,500 km",255000
728,WagonR1.0VXi,May,First,Brown,Hatchback,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2012.0,Petrol,"47,000 km",261000
729,SwiftVXi,September,Second,White,,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Swift,2013,Petrol,"14,000 km",365000
730,ErtigaVxiCNG,October,First,Grey,SUV,Manual,Comprehensive,New,MH,Yes,,Yes,Yes,,AutomaticClimateControl,Front&rear,,Yes,,Manual,,Yes,,Yes,Yes,Yes,,,,Central,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2015.0,CNG & Hybrids,"45,100 km",621000
731,SwiftVXi,May,First,Grey,Hatchback,Manual,ZeroDep,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2016.0,Petrol,"29,000 km",495000
732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2015,Petrol,"16,400 km",344000
733,SwiftVXi1.2BS-IV,May,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,,,Power,,,,Yes,Yes,Yes,,,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2016,Petrol,"29,000 km",485000
734,WagonR1.0LXiCNG,September,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2015,CNG & Hybrids,"51,045 km",340000
735,VXIAutomatic,October,First,Brown,Hatchback,Automatic,NoInsurance,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2017,Petrol,"30,120 km",390000
736,WagonR1.0LXiCNG,July,First,Grey,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,Petrol,"65,914 km",265000
737,SwiftDzireZDI,October,Second,Silver,Sedans,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Manual,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2014,Diesel,"56,000 km",545000
738,SwiftLXi,December,First,Red,Hatchback,Manual,ThirdParty,Used,MH,Yes,,,Yes,,AutomaticClimateControl,Front,,Yes,,,,,,,Yes,,,,,,,No,No,Yes,Yes,,Yes,Maruti Suzuki,Swift,2007,Petrol,"26,379 km",185000
739,SwiftZDi,September,First,Red,Hatchback,Manual,ThirdParty,Used,MH,Yes,,,,,WithHeater,Front&rear,,,Yes,,,,,,,Yes,,,,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2014,Diesel,"56,000 km",499013
740,ErtigaZDi,July,First,White,MUV,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,Yes,Power,Yes,,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,,Maruti Suzuki,Ertiga,2013,Diesel,"61,000 km",599000
741,WagonRLXI,October,First,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,Yes,,WithHeater,Front,,,,Power,Yes,Yes,,Yes,Yes,,,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2015,CNG & Hybrids,"121,000 km",275000
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2015,Petrol,"16,400 km",344000
743,SwiftVDi,June,First,Other,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,,,Front&rear,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Maruti Suzuki,Swift,2008,Diesel,"110,000 km",225000
744,WagonRLXI,August,First,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2013,CNG & Hybrids,"48,000 km",285000
745,WagonR1.0LXiCNG,April,First,Gold,Hatchback,Manual,Comprehensive,Used,MH,,,,,,AutomaticClimateControl,Front&rear,,,,Manual,,,,Yes,Yes,,Yes,,Yes,RemoteControlledCentral,1airbag,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2015,Petrol,"18,000 km",375000
746,SwiftVXi,July,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Petrol,"18,000 km",370000
747,ErtigaVxi,December,First,Red,Hatchback,Automatic,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2019,Diesel,1 km,1095033
748,SwiftVDi,February,First,White,Sedans,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Diesel,"55,000 km",385000
749,SwiftDzireVXi1.2BS-IV,May,First,Grey,Sedans,Manual,NoInsurance,Used,MH,Yes,,Yes,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2014,Petrol,"28,522 km",445000
750,SwiftVXi,July,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Petrol,"18,000 km",370000
751,WagonR1.0LXiCNG,October,First,Red,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2013,CNG & Hybrids,"68,653 km",280000
752,ErtigaVxiCNG,April,First,White,MUV,Manual,Comprehensive,Used,MH,,,Yes,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,Yes,,Yes,RemoteControlledCentral,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Ertiga,2014,CNG & Hybrids,"63,000 km",585000
753,SwiftLXi,March,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Maruti Suzuki,Swift,2016,CNG & Hybrids,"34,531 km",450000
754,ErtigaVxi,January,First,White,MUV,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2012.0,Petrol,"70,000 km",490000
755,WagonR1.0LXiCNG,October,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,,,Yes,,,,,,Yes,Yes,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2017,CNG & Hybrids,"7,652 km",411000
756,ErtigaVxiCNG,November,First,White,SUV,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,,,Power,,,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2015,CNG & Hybrids,"38,000 km",693999
757,WagonR1.0VXi,June,First,Grey,Hatchback,Automatic,Comprehensive,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Manual,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2017,Petrol,"8,297 km",435000
758,ErtigaVDi,December,First,Gold,MUV,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,Yes,,,Yes,RemoteControlledCentral,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Ertiga,2015,Diesel,"67,000 km",695000
759,WagonR1.0LXiCNG,July,First,Grey,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,Petrol,"65,914 km",265000
760,SwiftLDiBS-IV,December,Second,White,Hatchback,Manual,Comprehensive,Used,KA,Yes,,,,,WithHeater,Front&rear,,Yes,Yes,Manual,,Yes,,Yes,Yes,,Yes,Yes,Yes,Central,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2010,Diesel,"56,000 km",330000
761,SwiftLXi1.2BS-IV,April,First,White,Hatchback,Manual,Comprehensive,New,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2013,Petrol,"30,000 km",390000
